"provinces","election_units","candidates","n_ballots","percentage"
"BẮC GIANG","Gồm các huyện: Sơn Động, Lục Ngạn và Lục Nam","Bà La Thị Hà","117003","33.59"
"BẮC GIANG","Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên","Bà Nguyễn Thị Thu Hà","306535","73.97"
"BẮC GIANG","Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên","Ông Ngô Sách Thực","256299","61.85"
"BẮC GIANG","Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên","Bà Leo Thị Lịch","248557","59.98"
"BẮC GIANG","Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên","Bà Nguyễn Hồng Khánh","218401","52.70"
"BẮC GIANG","Gồm các huyện: Tân Yên, Hiệp Hòa và Việt Yên","Bà Nguyễn Thị Lương","168548","40.67"
"BẮC GIANG","Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng","Bà Lê Thị Thu Hồng","313570","70.84"
"BẮC GIANG","Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng","Bà Hoàng Thị Hoa","296706","67.03"
"BẮC GIANG","Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng","Ông Trần Văn Lâm","259869","58.70"
"BẮC GIANG","Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng","Ông Đặng Văn Hậu","243162","54.93"
"BẮC GIANG","Gồm thành phố Bắc Giang và các huyện: Yên Thế, Lạng Giang, Yên Dũng","Bà Nguyễn Thị Tâm","177391","40.07"
"BẮC NINH","Gồm thành phố Bắc Ninh và huyện Quế Võ","Ông Nguyễn Ngọc Bảo","182071","80.10"
"BẮC NINH","Gồm thành phố Bắc Ninh và huyện Quế Võ","Bà Trần Thị Hằng","158660","69.80"
"BẮC NINH","Gồm thành phố Bắc Ninh và huyện Quế Võ","Bà Trần Thị Thanh Bình","63803","28.07"
"BẮC NINH","Gồm thành phố Bắc Ninh và huyện Quế Võ","Bà Nguyễn Thị Huệ","45160","19.87"
"BẮC NINH","Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong","Ông Tô Lâm","269938","95.16"
"BẮC NINH","Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong","Ông Nguyễn Nhân Chiến","255984","90.24"
"BẮC NINH","Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong","Bà Nguyễn Thị Ngọc Lan","164633","58.04"
"BẮC NINH","Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong","Ông Nguyễn Văn Hải","69094","24.36"
"BẮC NINH","Gồm thị xã Từ Sơn và các huyện: Tiên Du, Yên Phong","Bà Nguyễn Thị Loan","67257","23.71"
"BẮC NINH","Gồm các huyện: Lương Tài, Gia Bình, Thuận Thành","Ông Trần Văn Túy","218965","90.12"
"BẮC NINH","Gồm các huyện: Lương Tài, Gia Bình, Thuận Thành","Ông Nguyễn Như So","170594","70.21"
"BẮC NINH","Gồm các huyện: Lương Tài, Gia Bình, Thuận Thành","Bà Nguyễn Thị Mai Hạnh","54192","22.30"
"BẮC NINH","Gồm các huyện: Lương Tài, Gia Bình, Thuận Thành","Ông Nguyễn Gia Cảnh","38380","15.80"
"BẾN TRE","Gồm thành phố Bến Tre và các huyện: Châu Thành, Bình Đại","Ông Đặng Thuần Phong","199921","64.05"
"BẾN TRE","Gồm thành phố Bến Tre và các huyện: Châu Thành, Bình Đại","Ông Cao Văn Trọng","191412","61.32"
"BẾN TRE","Gồm thành phố Bến Tre và các huyện: Châu Thành, Bình Đại","Bà Nguyễn Thị Bé Mười","120351","38.56"
"BẾN TRE","Gồm thành phố Bến Tre và các huyện: Châu Thành, Bình Đại","Ông Tôn Đức Lộc","109166","34.97"
"BẾN TRE","Gồm các huyện: Giồng Trôm và Ba Tri","Ông Nguyễn Việt Thắng","150764","55.20"
"BẾN TRE","Gồm các huyện: Giồng Trôm và Ba Tri","Bà Trần Thị Thanh Lam","139934","51.23"
"BẾN TRE","Gồm các huyện: Giồng Trôm và Ba Tri","Ông Ngô Văn Tán","136613","50.02"
"BẾN TRE","Gồm các huyện: Giồng Trôm và Ba Tri","Bà Võ Thị Thanh Hà","115548","42.31"
"BẾN TRE","Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc","Ông Trần Dương Tuấn","250859","65.11"
"BẾN TRE","Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc","Ông Lưu Bình Nhưỡng","238941","62.02"
"BẾN TRE","Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc","Bà Nguyễn Thị Lệ Thủy","237111","61.54"
"BẾN TRE","Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc","Ông Trần Anh Thuy","211538","54.91"
"BẾN TRE","Gồm các huyện: Thạnh Phú, Chợ Lách, Mỏ Cày Nam và Mỏ Cày Bắc","Ông Nguyễn Hoài Anh (Nguyễn Hoài Phong)","209778","54.45"
"BÌNH DƯƠNG","Gồm thành phố Thủ Dầu Một và thị xã Dĩ An","Ông Nguyễn Thanh Hồng","286534","66.58"
"BÌNH DƯƠNG","Gồm thành phố Thủ Dầu Một và thị xã Dĩ An","Ông Phạm Trọng Nhân","276235","64.19"
"BÌNH DƯƠNG","Gồm thành phố Thủ Dầu Một và thị xã Dĩ An","Bà Trương Thị Bích Hạnh","253771","58.97"
"BÌNH DƯƠNG","Gồm thành phố Thủ Dầu Một và thị xã Dĩ An","Ông Nguyễn Văn Phong","246619","57.31"
"BÌNH DƯƠNG","Gồm thành phố Thủ Dầu Một và thị xã Dĩ An","Bà Nguyễn Ngọc Hằng","212805","49.45"
"BÌNH DƯƠNG","Gồm thị xã Thuận An và thị xã Tân Uyên","Ông Trần Văn Nam","410431","73.10"
"BÌNH DƯƠNG","Gồm thị xã Thuận An và thị xã Tân Uyên","Ông Nguyễn Văn Thao (Nguyễn Hoàng Thao)","399584","71.16"
"BÌNH DƯƠNG","Gồm thị xã Thuận An và thị xã Tân Uyên","Ông Nguyễn Phi Long","326593","58.16"
"BÌNH DƯƠNG","Gồm thị xã Thuận An và thị xã Tân Uyên","Ông Trần Trọng Tuyên","282642","50.34"
"BÌNH DƯƠNG","Gồm thị xã Thuận An và thị xã Tân Uyên","Bà Nguyễn Thị Nhật Hằng","246548","43.91"
"BÌNH DƯƠNG","Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên","Ông Nguyễn Văn Khánh","302387","69.71"
"BÌNH DƯƠNG","Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên","Ông Nguyễn Văn Dành","285880","65.90"
"BÌNH DƯƠNG","Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên","Ông Nguyễn Văn Riễn (Linh mục Nguyễn Văn Riễn)","246875","56.91"
"BÌNH DƯƠNG","Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên","Ông Nguyễn Văn Đạt","236573","54.54"
"BÌNH DƯƠNG","Gồm thị xã Bến Cát và các huyện: Dầu Tiếng, Bàu Bàng, Phú Giáo, Bắc Tân Uyên","Bà Trần Cẩm Hồng","216489","49.91"
"BÌNH ĐỊNH","Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh","Ông Lê Kim Toàn","356165","70.20"
"BÌNH ĐỊNH","Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh","Ông Phùng Xuân Nhạ","344016","67.81"
"BÌNH ĐỊNH","Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh","Ông Lê Công Nhường","336423","66.31"
"BÌNH ĐỊNH","Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh","Ông Nguyễn Đình Thành","293990","57.95"
"BÌNH ĐỊNH","Gồm thành phố Quy Nhơn và các huyện: Tuy Phước, Vân Canh, Tây Sơn, Vĩnh Thạnh","Bà Đinh Thị Mỹ Li Ly","168289","33.17"
"BÌNH ĐỊNH","Gồm thị xã An Nhơn và các huyện: Phù Cát, Phù Mỹ","Ông Nguyễn Văn Cảnh","347115","83.29"
"BÌNH ĐỊNH","Gồm thị xã An Nhơn và các huyện: Phù Cát, Phù Mỹ","Bà Lý Tiết Hạnh","273459","65.61"
"BÌNH ĐỊNH","Gồm thị xã An Nhơn và các huyện: Phù Cát, Phù Mỹ","Ông Đặng Hoài Tân","268986","64.54"
"BÌNH ĐỊNH","Gồm thị xã An Nhơn và các huyện: Phù Cát, Phù Mỹ","Ông Phan Thanh Hòa","239144","57.38"
"BÌNH ĐỊNH","Gồm thị xã An Nhơn và các huyện: Phù Cát, Phù Mỹ","Bà Mai Thị Vân","108960","26.14"
"BÌNH ĐỊNH","Gồm các huyện: Hoài Nhơn, Hoài Ân và An Lão","Ông Nguyễn Hữu Đức","189437","73.34"
"BÌNH ĐỊNH","Gồm các huyện: Hoài Nhơn, Hoài Ân và An Lão","Ông Huỳnh Cao Nhất","174907","67.71"
"BÌNH ĐỊNH","Gồm các huyện: Hoài Nhơn, Hoài Ân và An Lão","Bà Lê Thị Thanh Trầm","95414","36.94"
"BÌNH ĐỊNH","Gồm các huyện: Hoài Nhơn, Hoài Ân và An Lão","Ông Đinh Văn Tuya","55699","21.56"
"BÌNH PHƯỚC","Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh","Ông Nguyễn Văn Lợi","298628","83.07"
"BÌNH PHƯỚC","Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh","Ông Nguyễn Tuấn Anh","288657","80.29"
"BÌNH PHƯỚC","Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh","Ông Huỳnh Thành Chung","281219","78.22"
"BÌNH PHƯỚC","Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh","Ông Phạm Hiếu Thanh","104346","29.03"
"BÌNH PHƯỚC","Gồm thị xã Bình Long và các huyện: Bù Đốp, Bù Gia Mập, Chơn Thành, Hớn Quản, Lộc Ninh","Bà Phạm Thị Ngọc Phú","98957","27.53"
"BÌNH PHƯỚC","Gồm các thị xã: Đồng Xoài, Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng","Ông Phan Viết Lượng","278562","81.93"
"BÌNH PHƯỚC","Gồm các thị xã: Đồng Xoài, Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng","Bà Tôn Ngọc Hạnh","271496","79.85"
"BÌNH PHƯỚC","Gồm các thị xã: Đồng Xoài, Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng","Bà Điểu Huỳnh Sang","263589","77.52"
"BÌNH PHƯỚC","Gồm các thị xã: Đồng Xoài, Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng","Ông Thạch Kim Thành","103282","30.38"
"BÌNH PHƯỚC","Gồm các thị xã: Đồng Xoài, Phước Long và các huyện: Đồng Phú, Phú Riềng, Bù Đăng","Ông Hồ Bá Toàn","95777","28.17"
"BÌNH THUẬN","Gồm các huyện: Tuy Phong, Bắc Bình và Phú Quý","Ông Lê Quốc Phong","152682","66.14"
"BÌNH THUẬN","Gồm các huyện: Tuy Phong, Bắc Bình và Phú Quý","Bà Bố Thị Xuân Linh","142549","61.75"
"BÌNH THUẬN","Gồm các huyện: Tuy Phong, Bắc Bình và Phú Quý","Bà Phan Thị Thanh Thảo","81893","35.48"
"BÌNH THUẬN","Gồm các huyện: Tuy Phong, Bắc Bình và Phú Quý","Ông Lê Huy Toàn","81188","35.17"
"BÌNH THUẬN","Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân","Ông Huỳnh Thanh Cảnh","329079","72.27"
"BÌNH THUẬN","Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân","Ông Ngô Đức Mạnh","321608","70.63"
"BÌNH THUẬN","Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân","Bà Nguyễn Thị Phúc","284738","62.53"
"BÌNH THUẬN","Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân","Ông Huỳnh Ngọc Tâm","210281","46.18"
"BÌNH THUẬN","Gồm thành phố Phan Thiết và các huyện: Hàm Thuận Bắc, Hàm Thuận Nam, Hàm Tân","Bà Nguyễn Thị Phương An","194649","42.75"
"BÌNH THUẬN","Gồm thị xã La Gi và các huyện: Đức Linh, Tánh Linh","Ông Nguyễn Hồng Hải","181138","68.71"
"BÌNH THUẬN","Gồm thị xã La Gi và các huyện: Đức Linh, Tánh Linh","Bà Trần Hồng Nguyên","163668","62.08"
"BÌNH THUẬN","Gồm thị xã La Gi và các huyện: Đức Linh, Tánh Linh","Ông Đỗ Huy Sơn","90943","34.50"
"BÌNH THUẬN","Gồm thị xã La Gi và các huyện: Đức Linh, Tánh Linh","Ông Dụng Văn Duy","87612","33.23"
"CÀ MAU","Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh","Ông Dương Thanh Bình","278771","78.90"
"CÀ MAU","Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh","Bà Trương Thị Yến Linh","229664","65"
"CÀ MAU","Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh","Ông Lê Thanh Vân","215328","60.94"
"CÀ MAU","Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh","Ông Trần Hoàng Vũ","190936","54.04"
"CÀ MAU","Gồm thành phố Cà Mau và các huyện: Thới Bình, U Minh","Bà Danh Thị Chi","128286","36.31"
"CÀ MAU","Gồm các huyện: Cái Nước, Phú Tân và Trần Văn Thời","Ông Trương Minh Hoàng","203563","69.23"
"CÀ MAU","Gồm các huyện: Cái Nước, Phú Tân và Trần Văn Thời","Ông Nguyễn Quốc Hận","175701","59.75"
"CÀ MAU","Gồm các huyện: Cái Nước, Phú Tân và Trần Văn Thời","Bà Trương Thủy Triều","104128","35.41"
"CÀ MAU","Gồm các huyện: Cái Nước, Phú Tân và Trần Văn Thời","Ông Trần Hoàng Khởi","101898","34.65"
"CÀ MAU","Gồm các huyện: Đầm Dơi, Năm Căn và Ngọc Hiển","Ông Thái Trường Giang","176225","78.14"
"CÀ MAU","Gồm các huyện: Đầm Dơi, Năm Căn và Ngọc Hiển","Ông Bùi Ngọc Chương","173365","76.87"
"CÀ MAU","Gồm các huyện: Đầm Dơi, Năm Căn và Ngọc Hiển","Bà Nguyễn Hồng Thắm","62443","27.69"
"CÀ MAU","Gồm các huyện: Đầm Dơi, Năm Căn và Ngọc Hiển","Ông Danh Văn Nhỏ","36548","16.20"
"CAO BẰNG","Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng, Trà Lĩnh và Hòa An","Ông Hà Ngọc Chiến","136025","78.73"
"CAO BẰNG","Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng, Trà Lĩnh và Hòa An","Ông Bế Minh Đức","119585","69.21"
"CAO BẰNG","Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng, Trà Lĩnh và Hòa An","Ông Đỗ Quang Thành","119346","69.07"
"CAO BẰNG","Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng, Trà Lĩnh và Hòa An","Bà Hoàng Thị Thu Chiên","71518","41.39"
"CAO BẰNG","Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng, Trà Lĩnh và Hòa An","Ông Trương Văn Lai","66209","38.32"
"CAO BẰNG","Gồm thành phố Cao Bằng và các huyện: Thông Nông, Quảng Uyên, Phục Hòa, Trùng Khánh, Hạ Lang, Thạch An","Ông Nguyễn Hoàng Anh","154096","81.48"
"CAO BẰNG","Gồm thành phố Cao Bằng và các huyện: Thông Nông, Quảng Uyên, Phục Hòa, Trùng Khánh, Hạ Lang, Thạch An","Ông Phùng Văn Hùng","124901","66.04"
"CAO BẰNG","Gồm thành phố Cao Bằng và các huyện: Thông Nông, Quảng Uyên, Phục Hòa, Trùng Khánh, Hạ Lang, Thạch An","Bà Triệu Thanh Dung","109669","57.99"
"CAO BẰNG","Gồm thành phố Cao Bằng và các huyện: Thông Nông, Quảng Uyên, Phục Hòa, Trùng Khánh, Hạ Lang, Thạch An","Bà Trịnh Thị Xuân Thu","89602","47.38"
"CAO BẰNG","Gồm thành phố Cao Bằng và các huyện: Thông Nông, Quảng Uyên, Phục Hòa, Trùng Khánh, Hạ Lang, Thạch An","Bà Hoàng Ngọc Linh","82674","43.72"
"ĐẮK LẮK","Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar","Ông Nguyễn Duy Hữu","360719","77.32"
"ĐẮK LẮK","Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar","Ông Ngô Trung Thành","354651","76.02"
"ĐẮK LẮK","Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar","Ông Y Tru Alio","254554","54.57"
"ĐẮK LẮK","Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar","Ông Đinh Xuân Diệu","231251","49.57"
"ĐẮK LẮK","Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar","Ông Y Nhuân Byă","179286","38.43"
"ĐẮK LẮK","Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana","Bà Nguyễn Thị Xuân","344526","80.43"
"ĐẮK LẮK","Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana","Ông Lưu Văn Đức","339305","79.21"
"ĐẮK LẮK","Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana","Ông Y Khút Niê (Ama Sa Ly)","313985","73.30"
"ĐẮK LẮK","Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana","Bà Nguyễn Thị Thu Nguyệt","158912","37.10"
"ĐẮK LẮK","Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana","Ông Võ Ngọc Tuyên","115144","26.88"
"ĐẮK LẮK","Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar","Ông Đặng Xuân Phương","319119","79.68"
"ĐẮK LẮK","Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar","Ông Y Biêr Niê","293478","73.27"
"ĐẮK LẮK","Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar","Bà Lê Thị Thanh Xuân","229732","57.36"
"ĐẮK LẮK","Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar","Ông Vũ Đức Côn","173303","43.27"
"ĐẮK LẮK","Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar","Ông Nguyễn Trung Thành","166885","41.67"
"ĐẮK NÔNG","Gồm thị xã Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song","Ông Ngô Thanh Danh","179793","83.59"
"ĐẮK NÔNG","Gồm thị xã Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song","Ông Nguyễn Trường Giang","170156","79.11"
"ĐẮK NÔNG","Gồm thị xã Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song","Ông K’ Choi","138726","64.50"
"ĐẮK NÔNG","Gồm thị xã Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song","Bà Nguyễn Thị Thu","82017","38.13"
"ĐẮK NÔNG","Gồm thị xã Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song","Bà Niê Đoan Chính","61968","28.81"
"ĐẮK NÔNG","Gồm các huyện: Đắk Mil, Cư Jút và Krông Nô","Ông Bùi Thanh Sơn","140073","79.52"
"ĐẮK NÔNG","Gồm các huyện: Đắk Mil, Cư Jút và Krông Nô","Ông Võ Đình Tín","122352","69.46"
"ĐẮK NÔNG","Gồm các huyện: Đắk Mil, Cư Jút và Krông Nô","Bà Ka H’Hoa","96082","54.54"
"ĐẮK NÔNG","Gồm các huyện: Đắk Mil, Cư Jút và Krông Nô","Ông Lưu Văn Đặng","90817","51.56"
"ĐẮK NÔNG","Gồm các huyện: Đắk Mil, Cư Jút và Krông Nô","Bà Trương Thị Ánh","70939","40.27"
"ĐIỆN BIÊN","Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên","Ông Sùng A Hồng","159148","85.84"
"ĐIỆN BIÊN","Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên","Ông Trần Văn Sơn","152305","82.15"
"ĐIỆN BIÊN","Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên","Bà Quàng Thị Vân","137922","74.40"
"ĐIỆN BIÊN","Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên","Bà Lò Thị Ngoai","49738","26.83"
"ĐIỆN BIÊN","Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên","Bà Quàng Thị Châm","49152","26.51"
"ĐIỆN BIÊN","Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa","Bà Trần Thị Dung","130895","83.07"
"ĐIỆN BIÊN","Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa","Bà Lò Thị Luyến","122733","77.89"
"ĐIỆN BIÊN","Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa","Ông Mùa A Vảng","111238","70.59"
"ĐIỆN BIÊN","Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa","Ông Mùa A Hồ (Mùa Va Hồ)","60942","38.67"
"ĐIỆN BIÊN","Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa","Bà Cà Thị Xương","38152","24.21"
"ĐỒNG NAI","Gồm thành phố Biên Hòa và các huyện: Long Thành, Nhơn Trạch","Bà Phan Thị Mỹ Thanh","713148","72.12"
"ĐỒNG NAI","Gồm thành phố Biên Hòa và các huyện: Long Thành, Nhơn Trạch","Ông Võ Văn Thưởng","676517","68.41"
"ĐỒNG NAI","Gồm thành phố Biên Hòa và các huyện: Long Thành, Nhơn Trạch","Bà Nguyễn Thị Như Ý","585402","59.20"
"ĐỒNG NAI","Gồm thành phố Biên Hòa và các huyện: Long Thành, Nhơn Trạch","Bà Trương Thị Bích Liên","492768","49.83"
"ĐỒNG NAI","Gồm thành phố Biên Hòa và các huyện: Long Thành, Nhơn Trạch","Bà Nguyễn Lê Đa Hà","456263","46.14"
"ĐỒNG NAI","Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất","Bà Đỗ Thị Thu Hằng","338752","75.36"
"ĐỒNG NAI","Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất","Ông Vũ Hải Hà","330956","73.62"
"ĐỒNG NAI","Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất","Ông Lê Hồng Tịnh","314372","69.93"
"ĐỒNG NAI","Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất","Bà Mã Thanh Loan","170688","37.97"
"ĐỒNG NAI","Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất","Bà Nguyễn Ngọc Quế","168216","37.42"
"ĐỒNG NAI","Gồm thị xã Long Khánh và các huyện: Xuân Lộc, Cẩm Mỹ","Ông Huỳnh Thanh Liêm","337737","80.87"
"ĐỒNG NAI","Gồm thị xã Long Khánh và các huyện: Xuân Lộc, Cẩm Mỹ","Ông Nguyễn Công Hồng","336561","80.59"
"ĐỒNG NAI","Gồm thị xã Long Khánh và các huyện: Xuân Lộc, Cẩm Mỹ","Ông Hồ Văn Năm","324462","77.69"
"ĐỒNG NAI","Gồm thị xã Long Khánh và các huyện: Xuân Lộc, Cẩm Mỹ","Bà Cao Thị Xuyến","132006","31.61"
"ĐỒNG NAI","Gồm thị xã Long Khánh và các huyện: Xuân Lộc, Cẩm Mỹ","Ông Bùi Văn Sỹ","113516","27.18"
"ĐỒNG NAI","Gồm các huyện: Định Quán và Tân Phú","Ông Dương Trung Quốc","220261","74.22"
"ĐỒNG NAI","Gồm các huyện: Định Quán và Tân Phú","Ông Bùi Xuân Thống","188126","63.39"
"ĐỒNG NAI","Gồm các huyện: Định Quán và Tân Phú","Ông Thổ Út","132231","44.56"
"ĐỒNG NAI","Gồm các huyện: Định Quán và Tân Phú","Bà Trần Thị Huỳnh Hương","131747","44.39"
"ĐỒNG NAI","Gồm các huyện: Định Quán và Tân Phú","Bà Mai Thị Ngọc Dung","113882","38.37"
"ĐỒNG NAI","Gồm các huyện: Định Quán và Tân Phú","Ông Hồ Văn Lộc","93931","31.65"
"ĐỒNG THÁP","Gồm thị xã Hồng Ngự và các huyện: Tân Hồng, Hồng Ngự, Tam Nông","Ông Trần Văn Cường","196367","60.31"
"ĐỒNG THÁP","Gồm thị xã Hồng Ngự và các huyện: Tân Hồng, Hồng Ngự, Tam Nông","Ông Huỳnh Minh Tuấn","183270","56.29"
"ĐỒNG THÁP","Gồm thị xã Hồng Ngự và các huyện: Tân Hồng, Hồng Ngự, Tam Nông","Ông Nguyễn Kim Hồng","159226","48.90"
"ĐỒNG THÁP","Gồm thị xã Hồng Ngự và các huyện: Tân Hồng, Hồng Ngự, Tam Nông","Ông Nguyễn Văn Thông","110989","34.09"
"ĐỒNG THÁP","Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười","Ông Lê Minh Hoan","402487","75.90"
"ĐỒNG THÁP","Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười","Bà Nguyễn Thị Mai Hoa","335540","63.27"
"ĐỒNG THÁP","Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười","Ông Ngô Hồng Chiều","308872","58.24"
"ĐỒNG THÁP","Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười","Bà Nguyễn Thúy Hà","271984","51.29"
"ĐỒNG THÁP","Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười","Bà Trương Thị Bích Ngọc","264009","49.78"
